Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Months Code,Months,Unit,Value,Flag,Flag Description
"PP","Producer Prices","276","Germany","5532","Producer Price (USD/tonne)","21113.01b","Meat of pig with the bone, fresh or chilled (biological)","2022","2022","7021","Annual value","USD","1382.2","A","Official figure"
"PP","Producer Prices","276","Germany","5532","Producer Price (USD/tonne)","21115","Meat of sheep, fresh or chilled","2022","2022","7021","Annual value","USD","7378.6","A","Official figure"
"PP","Producer Prices","276","Germany","5532","Producer Price (USD/tonne)","21115b","Meat of sheep, fresh or chilled (biological)","2022","2022","7021","Annual value","USD","3233","A","Official figure"
"PP","Producer Prices","276","Germany","5532","Producer Price (USD/tonne)","21124","Meat of turkeys, fresh or chilled","2022","2022","7021","Annual value","USD","2091.7","A","Official figure"
"PP","Producer Prices","276","Germany","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","2022","2022","7021","Annual value","USD","1736.2","A","Official figure"
"PP","Producer Prices","276","Germany","5532","Producer Price (USD/tonne)","01270","Mushrooms and truffles","2022","2022","7021","Annual value","USD","3470.2","A","Official figure"
"PP","Producer Prices","276","Germany","5532","Producer Price (USD/tonne)","02910","Natural honey","2022","2022","7021","Annual value","USD","14890.9","A","Official figure"
"PP","Producer Prices","276","Germany","5532","Producer Price (USD/tonne)","0117","Oats","2022","2022","7021","Annual value","USD","272.1","A","Official figure"
"PP","Producer Prices","276","Germany","5532","Producer Price (USD/tonne)","01253.02","Onions and shallots, dry (excluding dehydrated)","2022","2022","7021","Annual value","USD","301.2","A","Official figure"
"PP","Producer Prices","276","Germany","5532","Producer Price (USD/tonne)","01241.90","Other beans, green","2022","2022","7021","Annual value","USD","2991.3","A","Official figure"
"PP","Producer Prices","276","Germany","5532","Producer Price (USD/tonne)","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2022","2022","7021","Annual value","USD","9432.6","A","Official figure"
"PP","Producer Prices","276","Germany","5532","Producer Price (USD/tonne)","01709.90","Other pulses n.e.c.","2022","2022","7021","Annual value","USD","351.2","A","Official figure"
"PP","Producer Prices","276","Germany","5532","Producer Price (USD/tonne)","01349.20","Other stone fruits","2022","2022","7021","Annual value","USD","1665.1","A","Official figure"
"PP","Producer Prices","276","Germany","5532","Producer Price (USD/tonne)","2165","Palm oil","2022","2022","7021","Annual value","USD","1345.1","A","Official figure"
"PP","Producer Prices","276","Germany","5532","Producer Price (USD/tonne)","01345","Peaches and nectarines","2022","2022","7021","Annual value","USD","2174.3","A","Official figure"
"PP","Producer Prices","276","Germany","5532","Producer Price (USD/tonne)","01342.01","Pears","2022","2022","7021","Annual value","USD","836.2","A","Official figure"
"PP","Producer Prices","276","Germany","5532","Producer Price (USD/tonne)","01242","Peas, green","2022","2022","7021","Annual value","USD","1442.3","A","Official figure"
"PP","Producer Prices","276","Germany","5532","Producer Price (USD/tonne)","01346","Plums and sloes","2022","2022","7021","Annual value","USD","987.5","A","Official figure"
"PP","Producer Prices","276","Germany","5532","Producer Price (USD/tonne)","01510","Potatoes","2022","2022","7021","Annual value","USD","244.9","A","Official figure"
"PP","Producer Prices","276","Germany","5532","Producer Price (USD/tonne)","01235","Pumpkins, squash and gourds","2022","2022","7021","Annual value","USD","812.9","A","Official figure"
"PP","Producer Prices","276","Germany","5532","Producer Price (USD/tonne)","01443","Rape or colza seed","2022","2022","7021","Annual value","USD","748.8","A","Official figure"
"PP","Producer Prices","276","Germany","5532","Producer Price (USD/tonne)","01353.01","Raspberries","2022","2022","7021","Annual value","USD","9432.6","A","Official figure"
"PP","Producer Prices","276","Germany","5532","Producer Price (USD/tonne)","02211","Raw milk of cattle","2022","2022","7021","Annual value","USD","564.1","A","Official figure"
"PP","Producer Prices","276","Germany","5532","Producer Price (USD/tonne)","0116","Rye","2022","2022","7021","Annual value","USD","296.8","A","Official figure"
"PP","Producer Prices","276","Germany","5532","Producer Price (USD/tonne)","02941","Shorn wool, greasy, including fleece-washed shorn wool","2022","2022","7021","Annual value","USD","225.1","A","Official figure"
"PP","Producer Prices","276","Germany","5532","Producer Price (USD/tonne)","01344.01","Sour cherries","2022","2022","7021","Annual value","USD","2897.8","A","Official figure"
"PP","Producer Prices","276","Germany","5532","Producer Price (USD/tonne)","0141","Soya beans","2022","2022","7021","Annual value","USD","627.7","A","Official figure"
"PP","Producer Prices","276","Germany","5532","Producer Price (USD/tonne)","01215","Spinach","2022","2022","7021","Annual value","USD","2269.1","A","Official figure"
"PP","Producer Prices","276","Germany","5532","Producer Price (USD/tonne)","01354","Strawberries","2022","2022","7021","Annual value","USD","3174.9","A","Official figure"
"PP","Producer Prices","276","Germany","5532","Producer Price (USD/tonne)","01801","Sugar beet","2022","2022","7021","Annual value","USD","52.2","A","Official figure"
"PP","Producer Prices","276","Germany","5532","Producer Price (USD/tonne)","01445","Sunflower seed","2022","2022","7021","Annual value","USD","495.5","A","Official figure"
"PP","Producer Prices","276","Germany","5532","Producer Price (USD/tonne)","01234","Tomatoes","2022","2022","7021","Annual value","USD","2379.5","A","Official figure"
"PP","Producer Prices","276","Germany","5532","Producer Price (USD/tonne)","01191","Triticale","2022","2022","7021","Annual value","USD","305.3","A","Official figure"
"PP","Producer Prices","276","Germany","5532","Producer Price (USD/tonne)","01970","Unmanufactured tobacco","2022","2022","7021","Annual value","USD","4079.2","A","Official figure"
"PP","Producer Prices","276","Germany","5532","Producer Price (USD/tonne)","01376","Walnuts, in shell","2022","2022","7021","Annual value","USD","3023.7","A","Official figure"
"PP","Producer Prices","276","Germany","5532","Producer Price (USD/tonne)","0111","Wheat","2022","2022","7021","Annual value","USD","337.6","A","Official figure"
"PP","Producer Prices","288","Ghana","5532","Producer Price (USD/tonne)","01312.01","Bananas cavendish","2022","2022","7021","Annual value","USD","290","A","Official figure"
"PP","Producer Prices","288","Ghana","5532","Producer Price (USD/tonne)","01701","Beans, dry","2022","2022","7021","Annual value","USD","765.8","A","Official figure"
"PP","Producer Prices","288","Ghana","5532","Producer Price (USD/tonne)","01520.01","Cassava, fresh","2022","2022","7021","Annual value","USD","229.4","A","Official figure"
"PP","Producer Prices","288","Ghana","5532","Producer Price (USD/tonne)","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2022","2022","7021","Annual value","USD","1057.2","A","Official figure"
"PP","Producer Prices","288","Ghana","5532","Producer Price (USD/tonne)","01233","Eggplants (aubergines)","2022","2022","7021","Annual value","USD","582.4","A","Official figure"
"PP","Producer Prices","288","Ghana","5532","Producer Price (USD/tonne)","0142","Groundnuts, excluding shelled","2022","2022","7021","Annual value","USD","540.7","A","Official figure"
"PP","Producer Prices","288","Ghana","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2022","2022","7021","Annual value","USD","454","A","Official figure"
"PP","Producer Prices","288","Ghana","5532","Producer Price (USD/tonne)","0118","Millet","2022","2022","7021","Annual value","USD","584.5","A","Official figure"
"PP","Producer Prices","288","Ghana","5532","Producer Price (USD/tonne)","01491.01","Oil palm fruit","2022","2022","7021","Annual value","USD","319.4","A","Official figure"
"PP","Producer Prices","288","Ghana","5532","Producer Price (USD/tonne)","01253.02","Onions and shallots, dry (excluding dehydrated)","2022","2022","7021","Annual value","USD","643.4","A","Official figure"
"PP","Producer Prices","288","Ghana","5532","Producer Price (USD/tonne)","01323","Oranges","2022","2022","7021","Annual value","USD","144.4","A","Official figure"
"PP","Producer Prices","288","Ghana","5532","Producer Price (USD/tonne)","01318","Pineapples","2022","2022","7021","Annual value","USD","329.3","A","Official figure"
"PP","Producer Prices","288","Ghana","5532","Producer Price (USD/tonne)","01313.01","Plantains","2022","2022","7021","Annual value","USD","404","A","Official figure"
"PP","Producer Prices","288","Ghana","5532","Producer Price (USD/tonne)","0113","Rice","2022","2022","7021","Annual value","USD","448.6","A","Official figure"
"PP","Producer Prices","288","Ghana","5532","Producer Price (USD/tonne)","0114","Sorghum","2022","2022","7021","Annual value","USD","464.4","A","Official figure"
"PP","Producer Prices","288","Ghana","5532","Producer Price (USD/tonne)","01550","Taro","2022","2022","7021","Annual value","USD","567.9","A","Official figure"
"PP","Producer Prices","288","Ghana","5532","Producer Price (USD/tonne)","01234","Tomatoes","2022","2022","7021","Annual value","USD","739.8","A","Official figure"
"PP","Producer Prices","288","Ghana","5532","Producer Price (USD/tonne)","01540","Yams","2022","2022","7021","Annual value","USD","480.9","A","Official figure"
"PP","Producer Prices","300","Greece","5532","Producer Price (USD/tonne)","01371","Almonds, in shell","2022","2022","7021","Annual value","USD","3359","A","Official figure"
"PP","Producer Prices","300","Greece","5532","Producer Price (USD/tonne)","01341","Apples","2022","2022","7021","Annual value","USD","686","A","Official figure"
"PP","Producer Prices","300","Greece","5532","Producer Price (USD/tonne)","01343","Apricots","2022","2022","7021","Annual value","USD","877.5","A","Official figure"
"PP","Producer Prices","300","Greece","5532","Producer Price (USD/tonne)","01216","Artichokes","2022","2022","7021","Annual value","USD","1351.1","A","Official figure"
"PP","Producer Prices","300","Greece","5532","Producer Price (USD/tonne)","01211","Asparagus","2022","2022","7021","Annual value","USD","2174.1","A","Official figure"
"PP","Producer Prices","300","Greece","5532","Producer Price (USD/tonne)","01311","Avocados","2022","2022","7021","Annual value","USD","2734.2","A","Official figure"
"PP","Producer Prices","300","Greece","5532","Producer Price (USD/tonne)","0115","Barley","2022","2022","7021","Annual value","USD","321","A","Official figure"
"PP","Producer Prices","300","Greece","5532","Producer Price (USD/tonne)","01701","Beans, dry","2022","2022","7021","Annual value","USD","4156","A","Official figure"
"PP","Producer Prices","300","Greece","5532","Producer Price (USD/tonne)","01212","Cabbages","2022","2022","7021","Annual value","USD","452.2","A","Official figure"
"PP","Producer Prices","300","Greece","5532","Producer Price (USD/tonne)","01229","Cantaloupes and other melons","2022","2022","7021","Annual value","USD","626.2","A","Official figure"
"PP","Producer Prices","300","Greece","5532","Producer Price (USD/tonne)","01251","Carrots and turnips","2022","2022","7021","Annual value","USD","574.3","A","Official figure"
"PP","Producer Prices","300","Greece","5532","Producer Price (USD/tonne)","01213","Cauliflowers and broccoli","2022","2022","7021","Annual value","USD","1105.7","A","Official figure"
"PP","Producer Prices","300","Greece","5532","Producer Price (USD/tonne)","01344.02","Cherries","2022","2022","7021","Annual value","USD","1496.5","A","Official figure"
"PP","Producer Prices","300","Greece","5532","Producer Price (USD/tonne)","01373","Chestnuts, in shell","2022","2022","7021","Annual value","USD","2272.1","A","Official figure"
"PP","Producer Prices","300","Greece","5532","Producer Price (USD/tonne)","01703","Chick peas, dry","2022","2022","7021","Annual value","USD","2678.7","A","Official figure"
"PP","Producer Prices","300","Greece","5532","Producer Price (USD/tonne)","01691","Chicory roots","2022","2022","7021","Annual value","USD","954.8","A","Official figure"
"PP","Producer Prices","300","Greece","5532","Producer Price (USD/tonne)","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2022","2022","7021","Annual value","USD","619.6","A","Official figure"
"PP","Producer Prices","300","Greece","5532","Producer Price (USD/tonne)","01232","Cucumbers and gherkins","2022","2022","7021","Annual value","USD","724.5","A","Official figure"
"PP","Producer Prices","300","Greece","5532","Producer Price (USD/tonne)","01351.01","Currants","2022","2022","7021","Annual value","USD","1205.7","A","Official figure"
"PP","Producer Prices","300","Greece","5532","Producer Price (USD/tonne)","01233","Eggplants (aubergines)","2022","2022","7021","Annual value","USD","708.6","A","Official figure"
"PP","Producer Prices","300","Greece","5532","Producer Price (USD/tonne)","01315","Figs","2022","2022","7021","Annual value","USD","2814.4","A","Official figure"
"PP","Producer Prices","300","Greece","5532","Producer Price (USD/tonne)","26190.01","Flax, processed but not spun","2022","2022","7021","Annual value","USD","1633.7","I","Imputed value"
"PP","Producer Prices","300","Greece","5532","Producer Price (USD/tonne)","01330","Grapes","2022","2022","7021","Annual value","USD","901.6","A","Official figure"
"PP","Producer Prices","300","Greece","5532","Producer Price (USD/tonne)","01252","Green garlic","2022","2022","7021","Annual value","USD","4311.5","A","Official figure"
"PP","Producer Prices","300","Greece","5532","Producer Price (USD/tonne)","0142","Groundnuts, excluding shelled","2022","2022","7021","Annual value","USD","1247","A","Official figure"
"PP","Producer Prices","300","Greece","5532","Producer Price (USD/tonne)","01374","Hazelnuts, in shell","2022","2022","7021","Annual value","USD","3095","A","Official figure"
"PP","Producer Prices","300","Greece","5532","Producer Price (USD/tonne)","0231","Hen eggs in shell, fresh","2022","2022","7021","Annual value","USD","3283.3","A","Official figure"
"PP","Producer Prices","300","Greece","5532","Producer Price (USD/tonne)","01352","Kiwi fruit","2022","2022","7021","Annual value","USD","243.6","A","Official figure"
"PP","Producer Prices","300","Greece","5532","Producer Price (USD/tonne)","01254","Leeks and other alliaceous vegetables","2022","2022","7021","Annual value","USD","912.8","A","Official figure"
"PP","Producer Prices","300","Greece","5532","Producer Price (USD/tonne)","01322","Lemons and limes","2022","2022","7021","Annual value","USD","643.3","A","Official figure"
"PP","Producer Prices","300","Greece","5532","Producer Price (USD/tonne)","01704","Lentils, dry","2022","2022","7021","Annual value","USD","2154.2","A","Official figure"
"PP","Producer Prices","300","Greece","5532","Producer Price (USD/tonne)","01214","Lettuce and chicory","2022","2022","7021","Annual value","USD","919.8","A","Official figure"
"PP","Producer Prices","300","Greece","5532","Producer Price (USD/tonne)","01356","Locust beans (carobs)","2022","2022","7021","Annual value","USD","904.2","A","Official figure"
"PP","Producer Prices","300","Greece","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2022","2022","7021","Annual value","USD","394.2","A","Official figure"
"PP","Producer Prices","300","Greece","5532","Producer Price (USD/tonne)","21112b","Meat of buffalo, fresh or chilled (biological)","2022","2022","7021","Annual value","USD","3640.1","A","Official figure"
"PP","Producer Prices","300","Greece","5532","Producer Price (USD/tonne)","21111.01","Meat of cattle with the bone, fresh or chilled","2022","2022","7021","Annual value","USD","3312.6","A","Official figure"
"PP","Producer Prices","300","Greece","5532","Producer Price (USD/tonne)","21111.01b","Meat of cattle with the bone, fresh or chilled (biological)","2022","2022","7021","Annual value","USD","4975.1","A","Official figure"
"PP","Producer Prices","300","Greece","5532","Producer Price (USD/tonne)","21121","Meat of chickens, fresh or chilled","2022","2022","7021","Annual value","USD","1672.1","A","Official figure"
"PP","Producer Prices","300","Greece","5532","Producer Price (USD/tonne)","21121b","Meat of chickens, fresh or chilled (biological)","2022","2022","7021","Annual value","USD","1658.6","A","Official figure"
"PP","Producer Prices","300","Greece","5532","Producer Price (USD/tonne)","21116","Meat of goat, fresh or chilled","2022","2022","7021","Annual value","USD","4942.6","A","Official figure"
"PP","Producer Prices","300","Greece","5532","Producer Price (USD/tonne)","21116b","Meat of goat, fresh or chilled (biological)","2022","2022","7021","Annual value","USD","2949.9","A","Official figure"
"PP","Producer Prices","300","Greece","5532","Producer Price (USD/tonne)","21113.01","Meat of pig with the bone, fresh or chilled","2022","2022","7021","Annual value","USD","2439.8","A","Official figure"
"PP","Producer Prices","300","Greece","5532","Producer Price (USD/tonne)","21113.01b","Meat of pig with the bone, fresh or chilled (biological)","2022","2022","7021","Annual value","USD","2592.2","A","Official figure"
"PP","Producer Prices","300","Greece","5532","Producer Price (USD/tonne)","21114","Meat of rabbits and hares, fresh or chilled","2022","2022","7021","Annual value","USD","5573.6","A","Official figure"
"PP","Producer Prices","300","Greece","5532","Producer Price (USD/tonne)","21114b","Meat of rabbits and hares, fresh or chilled (biological)","2022","2022","7021","Annual value","USD","4868.6","A","Official figure"
"PP","Producer Prices","300","Greece","5532","Producer Price (USD/tonne)","21115","Meat of sheep, fresh or chilled","2022","2022","7021","Annual value","USD","6036.3","A","Official figure"
"PP","Producer Prices","300","Greece","5532","Producer Price (USD/tonne)","21115b","Meat of sheep, fresh or chilled (biological)","2022","2022","7021","Annual value","USD","3016.9","A","Official figure"
"PP","Producer Prices","300","Greece","5532","Producer Price (USD/tonne)","21124","Meat of turkeys, fresh or chilled","2022","2022","7021","Annual value","USD","1892.9","A","Official figure"
"PP","Producer Prices","300","Greece","5532","Producer Price (USD/tonne)","01270","Mushrooms and truffles","2022","2022","7021","Annual value","USD","3824.1","A","Official figure"
"PP","Producer Prices","300","Greece","5532","Producer Price (USD/tonne)","02910","Natural honey","2022","2022","7021","Annual value","USD","6338.9","A","Official figure"
"PP","Producer Prices","300","Greece","5532","Producer Price (USD/tonne)","0117","Oats","2022","2022","7021","Annual value","USD","282.5","A","Official figure"
"PP","Producer Prices","300","Greece","5532","Producer Price (USD/tonne)","01239.01","Okra","2022","2022","7021","Annual value","USD","3053.8","A","Official figure"
"PP","Producer Prices","300","Greece","5532","Producer Price (USD/tonne)","01450","Olives","2022","2022","7021","Annual value","USD","2549.9","A","Official figure"
"PP","Producer Prices","300","Greece","5532","Producer Price (USD/tonne)","01253.02","Onions and shallots, dry (excluding dehydrated)","2022","2022","7021","Annual value","USD","449.4","A","Official figure"
"PP","Producer Prices","300","Greece","5532","Producer Price (USD/tonne)","01253.01","Onions and shallots, green","2022","2022","7021","Annual value","USD","843.5","A","Official figure"
"PP","Producer Prices","300","Greece","5532","Producer Price (USD/tonne)","01323","Oranges","2022","2022","7021","Annual value","USD","427.6","A","Official figure"
"PP","Producer Prices","300","Greece","5532","Producer Price (USD/tonne)","01241.90","Other beans, green","2022","2022","7021","Annual value","USD","1845.4","A","Official figure"
"PP","Producer Prices","300","Greece","5532","Producer Price (USD/tonne)","01379.90","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2022","2022","7021","Annual value","USD","2653.8","A","Official figure"
"PP","Producer Prices","300","Greece","5532","Producer Price (USD/tonne)","01345","Peaches and nectarines","2022","2022","7021","Annual value","USD","429","A","Official figure"
"PP","Producer Prices","300","Greece","5532","Producer Price (USD/tonne)","01342.01","Pears","2022","2022","7021","Annual value","USD","1180.1","A","Official figure"
"PP","Producer Prices","300","Greece","5532","Producer Price (USD/tonne)","01242","Peas, green","2022","2022","7021","Annual value","USD","1538.4","A","Official figure"
"PP","Producer Prices","300","Greece","5532","Producer Price (USD/tonne)","01375","Pistachios, in shell","2022","2022","7021","Annual value","USD","11623.7","A","Official figure"
"PP","Producer Prices","300","Greece","5532","Producer Price (USD/tonne)","01346","Plums and sloes","2022","2022","7021","Annual value","USD","736.1","A","Official figure"
"PP","Producer Prices","300","Greece","5532","Producer Price (USD/tonne)","01321","Pomelos and grapefruits","2022","2022","7021","Annual value","USD","399.6","A","Official figure"
"PP","Producer Prices","300","Greece","5532","Producer Price (USD/tonne)","01510","Potatoes","2022","2022","7021","Annual value","USD","660.4","A","Official figure"
"PP","Producer Prices","300","Greece","5532","Producer Price (USD/tonne)","01235","Pumpkins, squash and gourds","2022","2022","7021","Annual value","USD","998.1","A","Official figure"
"PP","Producer Prices","300","Greece","5532","Producer Price (USD/tonne)","01342.02","Quinces","2022","2022","7021","Annual value","USD","399.6","A","Official figure"
"PP","Producer Prices","300","Greece","5532","Producer Price (USD/tonne)","02211","Raw milk of cattle","2022","2022","7021","Annual value","USD","552.3","A","Official figure"
"PP","Producer Prices","300","Greece","5532","Producer Price (USD/tonne)","02292","Raw milk of goats","2022","2022","7021","Annual value","USD","761.2","A","Official figure"
"PP","Producer Prices","300","Greece","5532","Producer Price (USD/tonne)","02291","Raw milk of sheep","2022","2022","7021","Annual value","USD","1127.2","A","Official figure"
"PP","Producer Prices","300","Greece","5532","Producer Price (USD/tonne)","0113","Rice","2022","2022","7021","Annual value","USD","322","A","Official figure"
"PP","Producer Prices","300","Greece","5532","Producer Price (USD/tonne)","0116","Rye","2022","2022","7021","Annual value","USD","276.1","A","Official figure"
"PP","Producer Prices","300","Greece","5532","Producer Price (USD/tonne)","01921.01","Seed cotton, unginned","2022","2022","7021","Annual value","USD","772.9","A","Official figure"
"PP","Producer Prices","300","Greece","5532","Producer Price (USD/tonne)","02941","Shorn wool, greasy, including fleece-washed shorn wool","2022","2022","7021","Annual value","USD","312.2","A","Official figure"
"PP","Producer Prices","300","Greece","5532","Producer Price (USD/tonne)","01344.01","Sour cherries","2022","2022","7021","Annual value","USD","1619.5","A","Official figure"
"PP","Producer Prices","300","Greece","5532","Producer Price (USD/tonne)","01215","Spinach","2022","2022","7021","Annual value","USD","1005.7","A","Official figure"
"PP","Producer Prices","300","Greece","5532","Producer Price (USD/tonne)","01354","Strawberries","2022","2022","7021","Annual value","USD","2790.9","A","Official figure"
"PP","Producer Prices","300","Greece","5532","Producer Price (USD/tonne)","01801","Sugar beet","2022","2022","7021","Annual value","USD","29.6","A","Official figure"
"PP","Producer Prices","300","Greece","5532","Producer Price (USD/tonne)","01445","Sunflower seed","2022","2022","7021","Annual value","USD","578.4","A","Official figure"
"PP","Producer Prices","300","Greece","5532","Producer Price (USD/tonne)","01324","Tangerines, mandarins, clementines","2022","2022","7021","Annual value","USD","565.5","A","Official figure"
"PP","Producer Prices","300","Greece","5532","Producer Price (USD/tonne)","01234","Tomatoes","2022","2022","7021","Annual value","USD","907.7","A","Official figure"
"PP","Producer Prices","300","Greece","5532","Producer Price (USD/tonne)","01970","Unmanufactured tobacco","2022","2022","7021","Annual value","USD","3830","A","Official figure"
"PP","Producer Prices","300","Greece","5532","Producer Price (USD/tonne)","01376","Walnuts, in shell","2022","2022","7021","Annual value","USD","5033.9","A","Official figure"
"PP","Producer Prices","300","Greece","5532","Producer Price (USD/tonne)","01221","Watermelons","2022","2022","7021","Annual value","USD","279.9","A","Official figure"
"PP","Producer Prices","300","Greece","5532","Producer Price (USD/tonne)","0111","Wheat","2022","2022","7021","Annual value","USD","439.4","A","Official figure"
"PP","Producer Prices","308","Grenada","5532","Producer Price (USD/tonne)","01311","Avocados","2022","2022","7021","Annual value","USD","1176.1","A","Official figure"
"PP","Producer Prices","308","Grenada","5532","Producer Price (USD/tonne)","01312.01","Bananas cavendish","2022","2022","7021","Annual value","USD","802","A","Official figure"
"PP","Producer Prices","308","Grenada","5532","Producer Price (USD/tonne)","01701","Beans, dry","2022","2022","7021","Annual value","USD","2253.2","A","Official figure"
"PP","Producer Prices","308","Grenada","5532","Producer Price (USD/tonne)","01212","Cabbages","2022","2022","7021","Annual value","USD","2049.2","A","Official figure"
"PP","Producer Prices","308","Grenada","5532","Producer Price (USD/tonne)","01229","Cantaloupes and other melons","2022","2022","7021","Annual value","USD","2180.3","A","Official figure"
"PP","Producer Prices","308","Grenada","5532","Producer Price (USD/tonne)","01251","Carrots and turnips","2022","2022","7021","Annual value","USD","2172.3","A","Official figure"
"PP","Producer Prices","308","Grenada","5532","Producer Price (USD/tonne)","01520.01","Cassava, fresh","2022","2022","7021","Annual value","USD","802.2","A","Official figure"
"PP","Producer Prices","308","Grenada","5532","Producer Price (USD/tonne)","01213","Cauliflowers and broccoli","2022","2022","7021","Annual value","USD","3263.2","A","Official figure"
"PP","Producer Prices","308","Grenada","5532","Producer Price (USD/tonne)","01640","Cocoa beans","2022","2022","7021","Annual value","USD","2182.2","A","Official figure"
"PP","Producer Prices","308","Grenada","5532","Producer Price (USD/tonne)","01460","Coconuts, in shell","2022","2022","7021","Annual value","USD","1199.9","A","Official figure"
"PP","Producer Prices","308","Grenada","5532","Producer Price (USD/tonne)","01313.02","Cooking bananas","2022","2022","7021","Annual value","USD","408","A","Official figure"
"PP","Producer Prices","308","Grenada","5532","Producer Price (USD/tonne)","01232","Cucumbers and gherkins","2022","2022","7021","Annual value","USD","1041","A","Official figure"
"PP","Producer Prices","308","Grenada","5532","Producer Price (USD/tonne)","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","2022","2022","7021","Annual value","USD","1579.2","A","Official figure"
"PP","Producer Prices","308","Grenada","5532","Producer Price (USD/tonne)","01657","Ginger, raw","2022","2022","7021","Annual value","USD","3100","A","Official figure"
"PP","Producer Prices","308","Grenada","5532","Producer Price (USD/tonne)","0231","Hen eggs in shell, fresh","2022","2022","7021","Annual value","USD","8157.9","A","Official figure"
"PP","Producer Prices","308","Grenada","5532","Producer Price (USD/tonne)","01322","Lemons and limes","2022","2022","7021","Annual value","USD","616.9","A","Official figure"
"PP","Producer Prices","308","Grenada","5532","Producer Price (USD/tonne)","01214","Lettuce and chicory","2022","2022","7021","Annual value","USD","2730.1","A","Official figure"
"PP","Producer Prices","308","Grenada","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2022","2022","7021","Annual value","USD","1210.1","A","Official figure"
"PP","Producer Prices","308","Grenada","5532","Producer Price (USD/tonne)","01316","Mangoes, guavas and mangosteens","2022","2022","7021","Annual value","USD","1148.7","A","Official figure"
"PP","Producer Prices","308","Grenada","5532","Producer Price (USD/tonne)","21111.01","Meat of cattle with the bone, fresh or chilled","2022","2022","7021","Annual value","USD","8157.9","A","Official figure"
"PP","Producer Prices","308","Grenada","5532","Producer Price (USD/tonne)","21121","Meat of chickens, fresh or chilled","2022","2022","7021","Annual value","USD","4486.9","A","Official figure"
"PP","Producer Prices","308","Grenada","5532","Producer Price (USD/tonne)","21116","Meat of goat, fresh or chilled","2022","2022","7021","Annual value","USD","9789.5","A","Official figure"
"PP","Producer Prices","308","Grenada","5532","Producer Price (USD/tonne)","21113.01","Meat of pig with the bone, fresh or chilled","2022","2022","7021","Annual value","USD","8157.9","A","Official figure"
"PP","Producer Prices","308","Grenada","5532","Producer Price (USD/tonne)","21115","Meat of sheep, fresh or chilled","2022","2022","7021","Annual value","USD","9789.5","A","Official figure"
"PP","Producer Prices","308","Grenada","5532","Producer Price (USD/tonne)","01653","Nutmeg, mace, cardamoms, raw","2022","2022","7021","Annual value","USD","3263.2","A","Official figure"
"PP","Producer Prices","308","Grenada","5532","Producer Price (USD/tonne)","01323","Oranges","2022","2022","7021","Annual value","USD","965.4","A","Official figure"
"PP","Producer Prices","308","Grenada","5532","Producer Price (USD/tonne)","01329","Other citrus fruit, n.e.c.","2022","2022","7021","Annual value","USD","1081.1","A","Official figure"
"PP","Producer Prices","308","Grenada","5532","Producer Price (USD/tonne)","01699","Other stimulant, spice and aromatic crops, n.e.c.","2022","2022","7021","Annual value","USD","1530.4","A","Official figure"
"PP","Producer Prices","308","Grenada","5532","Producer Price (USD/tonne)","01319","Other tropical fruits, n.e.c.","2022","2022","7021","Annual value","USD","1179","A","Official figure"
"PP","Producer Prices","308","Grenada","5532","Producer Price (USD/tonne)","01290.90","Other vegetables, fresh n.e.c.","2022","2022","7021","Annual value","USD","2181.4","A","Official figure"
"PP","Producer Prices","308","Grenada","5532","Producer Price (USD/tonne)","01317","Papayas","2022","2022","7021","Annual value","USD","896.5","A","Official figure"
"PP","Producer Prices","308","Grenada","5532","Producer Price (USD/tonne)","01707","Pigeon peas, dry","2022","2022","7021","Annual value","USD","1821.9","A","Official figure"
"PP","Producer Prices","308","Grenada","5532","Producer Price (USD/tonne)","01318","Pineapples","2022","2022","7021","Annual value","USD","2204.4","A","Official figure"
"PP","Producer Prices","308","Grenada","5532","Producer Price (USD/tonne)","01313.01","Plantains","2022","2022","7021","Annual value","USD","1281","A","Official figure"
"PP","Producer Prices","308","Grenada","5532","Producer Price (USD/tonne)","01313","Plantains and cooking bananas","2022","2022","7021","Annual value","USD","844.7","A","Official figure"
"PP","Producer Prices","308","Grenada","5532","Producer Price (USD/tonne)","01346","Plums and sloes","2022","2022","7021","Annual value","USD","618.6","A","Official figure"
"PP","Producer Prices","308","Grenada","5532","Producer Price (USD/tonne)","01321","Pomelos and grapefruits","2022","2022","7021","Annual value","USD","543.9","A","Official figure"
"PP","Producer Prices","308","Grenada","5532","Producer Price (USD/tonne)","01235","Pumpkins, squash and gourds","2022","2022","7021","Annual value","USD","1170.2","A","Official figure"
"PP","Producer Prices","308","Grenada","5532","Producer Price (USD/tonne)","01802","Sugar cane","2022","2022","7021","Annual value","USD","598.3","A","Official figure"
